schedule_id,room_id,date,start_time,end_time,activity
T0517,R308,2026-08-20,15:00,17:00,Seminar
T0518,R308,2026-08-23,15:00,17:00,Tutorial
T0519,R308,2026-08-24,08:00,10:00,Seminar
T0520,R308,2026-08-24,12:00,13:00,Tutorial
T0521,R308,2026-08-26,08:00,10:00,Seminar
T0522,R309,2026-08-20,08:00,10:00,Workshop
T0523,R309,2026-08-20,12:00,13:00,Tutorial
T0524,R309,2026-08-20,13:00,15:00,Workshop
T0525,R309,2026-08-22,17:00,19:00,Seminar
T0526,R309,2026-08-25,17:00,19:00,Lab
T0527,R310,2026-08-17,12:00,13:00,Seminar
T0528,R310,2026-08-18,08:00,10:00,Lecture
T0529,R310,2026-08-23,15:00,17:00,Lecture
T0530,R311,2026-08-17,08:00,10:00,Tutorial
T0531,R311,2026-08-21,13:00,15:00,Tutorial
T0532,R311,2026-08-21,15:00,17:00,Lab
T0533,R311,2026-08-21,17:00,19:00,Tutorial
T0534,R312,2026-08-17,17:00,19:00,Tutorial
T0535,R312,2026-08-19,15:00,17:00,Lecture
T0536,R312,2026-08-20,17:00,19:00,Seminar
T0537,R312,2026-08-23,17:00,19:00,Lab
T0538,R312,2026-08-24,08:00,10:00,Tutorial
T0539,R313,2026-08-17,08:00,10:00,Seminar
T0540,R313,2026-08-17,17:00,19:00,Lecture
T0541,R313,2026-08-18,08:00,10:00,Tutorial
T0542,R313,2026-08-19,10:00,12:00,Workshop
T0543,R313,2026-08-23,17:00,19:00,Tutorial
T0544,R313,2026-08-24,13:00,15:00,Workshop
T0545,R314,2026-08-17,08:00,10:00,Seminar
T0546,R314,2026-08-18,10:00,12:00,Tutorial
T0547,R314,2026-08-20,13:00,15:00,Seminar
T0548,R314,2026-08-24,12:00,13:00,Lecture
T0549,R314,2026-08-25,15:00,17:00,Tutorial
T0550,R314,2026-08-26,17:00,19:00,Seminar
T0551,R315,2026-08-18,08:00,10:00,Lecture
T0552,R315,2026-08-24,15:00,17:00,Lab
T0553,R315,2026-08-25,13:00,15:00,Lab
T0554,R316,2026-08-18,12:00,13:00,Tutorial
T0555,R316,2026-08-21,08:00,10:00,Tutorial
T0556,R316,2026-08-25,08:00,10:00,Lecture
T0557,R316,2026-08-25,10:00,12:00,Workshop
T0558,R316,2026-08-25,15:00,17:00,Workshop
T0559,R317,2026-08-18,15:00,17:00,Seminar
T0560,R317,2026-08-23,13:00,15:00,Lab
T0561,R317,2026-08-23,17:00,19:00,Tutorial
T0562,R318,2026-08-21,12:00,13:00,Seminar
T0563,R318,2026-08-23,13:00,15:00,Tutorial
T0564,R318,2026-08-24,10:00,12:00,Lecture
T0565,R318,2026-08-26,15:00,17:00,Lecture
T0566,R319,2026-08-18,10:00,12:00,Seminar
T0567,R319,2026-08-23,10:00,12:00,Lab
T0568,R319,2026-08-24,15:00,17:00,Seminar
T0569,R319,2026-08-25,08:00,10:00,Lab
T0570,R320,2026-08-17,17:00,19:00,Tutorial
T0571,R320,2026-08-19,13:00,15:00,Workshop
T0572,R320,2026-08-19,17:00,19:00,Workshop
T0573,R320,2026-08-23,17:00,19:00,Workshop
T0574,R321,2026-08-17,10:00,12:00,Lab
T0575,R321,2026-08-20,08:00,10:00,Tutorial
T0576,R321,2026-08-24,08:00,10:00,Workshop
T0577,R321,2026-08-24,12:00,13:00,Workshop
T0578,R321,2026-08-25,10:00,12:00,Workshop
T0579,R321,2026-08-26,08:00,10:00,Tutorial
T0580,R321,2026-08-26,10:00,12:00,Seminar
T0581,R322,2026-08-17,13:00,15:00,Seminar
T0582,R322,2026-08-19,13:00,15:00,Seminar
T0583,R322,2026-08-23,17:00,19:00,Lecture
T0584,R322,2026-08-25,12:00,13:00,Tutorial
T0585,R322,2026-08-26,13:00,15:00,Seminar
T0586,R323,2026-08-17,08:00,10:00,Seminar
T0587,R323,2026-08-17,15:00,17:00,Workshop
T0588,R323,2026-08-18,12:00,13:00,Seminar
T0589,R323,2026-08-20,12:00,13:00,Lab
T0590,R323,2026-08-20,17:00,19:00,Workshop
T0591,R323,2026-08-22,13:00,15:00,Tutorial
T0592,R323,2026-08-26,12:00,13:00,Seminar
T0593,R324,2026-08-17,10:00,12:00,Lecture
T0594,R324,2026-08-17,15:00,17:00,Lab
T0595,R324,2026-08-23,10:00,12:00,Tutorial
T0596,R325,2026-08-17,13:00,15:00,Seminar
T0597,R325,2026-08-25,12:00,13:00,Workshop
T0598,R325,2026-08-26,17:00,19:00,Lab
T0599,R326,2026-08-17,17:00,19:00,Workshop
T0600,R326,2026-08-21,10:00,12:00,Workshop
T0601,R326,2026-08-21,12:00,13:00,Workshop
T0602,R326,2026-08-21,13:00,15:00,Tutorial
T0603,R326,2026-08-23,15:00,17:00,Lab
T0604,R326,2026-08-24,12:00,13:00,Lecture
T0605,R326,2026-08-25,10:00,12:00,Lab
T0606,R327,2026-08-19,10:00,12:00,Tutorial
T0607,R327,2026-08-22,12:00,13:00,Workshop
T0608,R327,2026-08-26,15:00,17:00,Lab
T0609,R328,2026-08-23,10:00,12:00,Lecture
T0610,R328,2026-08-23,15:00,17:00,Lab
T0611,R328,2026-08-23,17:00,19:00,Seminar
T0612,R328,2026-08-24,10:00,12:00,Tutorial
T0613,R328,2026-08-25,08:00,10:00,Lecture
T0614,R328,2026-08-25,17:00,19:00,Tutorial
T0615,R329,2026-08-18,10:00,12:00,Seminar
T0616,R329,2026-08-21,13:00,15:00,Workshop
T0617,R329,2026-08-26,17:00,19:00,Workshop
T0618,R330,2026-08-20,10:00,12:00,Tutorial
T0619,R330,2026-08-24,08:00,10:00,Lecture
T0620,R330,2026-08-24,17:00,19:00,Lecture
T0621,R331,2026-08-17,08:00,10:00,Lab
T0622,R331,2026-08-18,15:00,17:00,Workshop
T0623,R331,2026-08-22,10:00,12:00,Workshop
T0624,R331,2026-08-24,12:00,13:00,Lab
T0625,R332,2026-08-18,12:00,13:00,Lab
T0626,R332,2026-08-20,17:00,19:00,Lecture
T0627,R332,2026-08-24,17:00,19:00,Lecture
T0628,R332,2026-08-25,10:00,12:00,Lab
T0629,R333,2026-08-17,15:00,17:00,Lecture
T0630,R333,2026-08-19,15:00,17:00,Seminar
T0631,R333,2026-08-19,17:00,19:00,Seminar
T0632,R333,2026-08-22,13:00,15:00,Workshop
T0633,R333,2026-08-23,08:00,10:00,Lab
T0634,R333,2026-08-24,13:00,15:00,Lecture
T0635,R334,2026-08-18,15:00,17:00,Lecture
T0636,R334,2026-08-19,15:00,17:00,Workshop
T0637,R334,2026-08-20,17:00,19:00,Lecture
T0638,R334,2026-08-23,08:00,10:00,Tutorial
T0639,R334,2026-08-26,08:00,10:00,Workshop
T0640,R334,2026-08-26,13:00,15:00,Lecture
T0641,R335,2026-08-17,08:00,10:00,Tutorial
T0642,R335,2026-08-26,08:00,10:00,Lecture
T0643,R335,2026-08-26,10:00,12:00,Seminar
T0644,R336,2026-08-18,13:00,15:00,Lecture
T0645,R336,2026-08-18,17:00,19:00,Workshop
T0646,R336,2026-08-21,08:00,10:00,Seminar
T0647,R336,2026-08-26,15:00,17:00,Tutorial
T0648,R336,2026-08-26,17:00,19:00,Lab
T0649,R337,2026-08-20,12:00,13:00,Lab
T0650,R337,2026-08-21,12:00,13:00,Lecture
T0651,R337,2026-08-24,15:00,17:00,Workshop
T0652,R337,2026-08-26,15:00,17:00,Lab
T0653,R338,2026-08-22,12:00,13:00,Lecture
T0654,R338,2026-08-24,10:00,12:00,Tutorial
T0655,R338,2026-08-26,13:00,15:00,Tutorial
T0656,R339,2026-08-17,12:00,13:00,Lab
T0657,R339,2026-08-17,15:00,17:00,Lab
T0658,R339,2026-08-20,08:00,10:00,Lecture
T0659,R339,2026-08-21,10:00,12:00,Workshop
T0660,R339,2026-08-21,17:00,19:00,Seminar
T0661,R339,2026-08-25,10:00,12:00,Lecture
T0662,R339,2026-08-26,12:00,13:00,Lab
T0663,R340,2026-08-20,08:00,10:00,Workshop
T0664,R340,2026-08-20,10:00,12:00,Tutorial
T0665,R340,2026-08-23,08:00,10:00,Seminar
T0666,R340,2026-08-25,12:00,13:00,Lab
T0667,R341,2026-08-19,08:00,10:00,Tutorial
T0668,R341,2026-08-22,10:00,12:00,Tutorial
T0669,R341,2026-08-22,15:00,17:00,Lecture
T0670,R341,2026-08-24,15:00,17:00,Seminar
T0671,R341,2026-08-25,08:00,10:00,Lecture
T0672,R341,2026-08-25,10:00,12:00,Tutorial
T0673,R341,2026-08-26,15:00,17:00,Workshop
T0674,R342,2026-08-17,08:00,10:00,Lab
T0675,R342,2026-08-23,15:00,17:00,Lecture
T0676,R342,2026-08-24,12:00,13:00,Seminar
T0677,R342,2026-08-25,17:00,19:00,Lab
T0678,R342,2026-08-26,12:00,13:00,Lecture
T0679,R343,2026-08-19,13:00,15:00,Lecture
T0680,R343,2026-08-21,12:00,13:00,Tutorial
T0681,R343,2026-08-22,10:00,12:00,Lab
T0682,R343,2026-08-22,13:00,15:00,Lecture
T0683,R344,2026-08-19,12:00,13:00,Workshop
T0684,R344,2026-08-26,13:00,15:00,Seminar
T0685,R344,2026-08-26,15:00,17:00,Lab
T0686,R345,2026-08-17,17:00,19:00,Seminar
T0687,R345,2026-08-18,08:00,10:00,Lecture
T0688,R345,2026-08-18,12:00,13:00,Workshop
T0689,R345,2026-08-22,12:00,13:00,Workshop
T0690,R345,2026-08-23,10:00,12:00,Lecture
T0691,R345,2026-08-24,17:00,19:00,Seminar
T0692,R346,2026-08-19,13:00,15:00,Lab
T0693,R346,2026-08-19,15:00,17:00,Seminar
T0694,R346,2026-08-20,08:00,10:00,Lab
T0695,R346,2026-08-26,08:00,10:00,Lab
T0696,R347,2026-08-17,15:00,17:00,Workshop
T0697,R347,2026-08-18,12:00,13:00,Lecture
T0698,R347,2026-08-19,08:00,10:00,Tutorial
T0699,R347,2026-08-19,12:00,13:00,Lecture
T0700,R347,2026-08-19,17:00,19:00,Tutorial
T0701,R347,2026-08-25,10:00,12:00,Seminar
T0702,R348,2026-08-18,10:00,12:00,Tutorial
T0703,R348,2026-08-20,12:00,13:00,Seminar
T0704,R348,2026-08-20,15:00,17:00,Lab
T0705,R348,2026-08-21,12:00,13:00,Seminar
T0706,R348,2026-08-22,15:00,17:00,Lab
T0707,R348,2026-08-25,10:00,12:00,Lecture
T0708,R349,2026-08-18,15:00,17:00,Lab
T0709,R349,2026-08-24,10:00,12:00,Workshop
T0710,R349,2026-08-25,13:00,15:00,Lecture
T0711,R350,2026-08-18,13:00,15:00,Lecture
T0712,R350,2026-08-20,12:00,13:00,Tutorial
T0713,R350,2026-08-25,17:00,19:00,Lab
T0714,R350,2026-08-26,08:00,10:00,Seminar
T0715,R351,2026-08-17,10:00,12:00,Seminar
T0716,R351,2026-08-17,13:00,15:00,Seminar
T0717,R351,2026-08-18,17:00,19:00,Workshop
T0718,R351,2026-08-19,15:00,17:00,Workshop
T0719,R351,2026-08-20,10:00,12:00,Tutorial
T0720,R351,2026-08-24,10:00,12:00,Lecture
T0721,R351,2026-08-25,15:00,17:00,Seminar
T0722,R352,2026-08-18,12:00,13:00,Lecture
T0723,R352,2026-08-25,12:00,13:00,Lecture
T0724,R352,2026-08-25,13:00,15:00,Lecture
T0725,R353,2026-08-18,12:00,13:00,Lab
T0726,R353,2026-08-19,08:00,10:00,Lecture
T0727,R353,2026-08-21,10:00,12:00,Workshop
T0728,R353,2026-08-25,15:00,17:00,Workshop
T0729,R354,2026-08-17,10:00,12:00,Seminar
T0730,R354,2026-08-17,15:00,17:00,Tutorial
T0731,R354,2026-08-19,08:00,10:00,Lecture
T0732,R354,2026-08-25,15:00,17:00,Lab
T0733,R354,2026-08-26,15:00,17:00,Lecture
T0734,R355,2026-08-17,13:00,15:00,Workshop
T0735,R355,2026-08-18,15:00,17:00,Seminar
T0736,R355,2026-08-21,17:00,19:00,Seminar
T0737,R356,2026-08-17,10:00,12:00,Tutorial
T0738,R356,2026-08-18,17:00,19:00,Tutorial
T0739,R356,2026-08-20,15:00,17:00,Lab
T0740,R356,2026-08-21,08:00,10:00,Lab
T0741,R356,2026-08-21,13:00,15:00,Seminar
T0742,R356,2026-08-24,10:00,12:00,Tutorial
T0743,R357,2026-08-19,13:00,15:00,Lab
T0744,R357,2026-08-23,13:00,15:00,Seminar
T0745,R357,2026-08-23,17:00,19:00,Seminar
T0746,R358,2026-08-17,13:00,15:00,Tutorial
T0747,R358,2026-08-17,17:00,19:00,Workshop
T0748,R358,2026-08-18,12:00,13:00,Tutorial
T0749,R358,2026-08-19,17:00,19:00,Workshop
T0750,R358,2026-08-21,08:00,10:00,Lecture
T0751,R358,2026-08-21,12:00,13:00,Seminar
T0752,R358,2026-08-22,08:00,10:00,Lab
T0753,R359,2026-08-20,15:00,17:00,Lab
T0754,R359,2026-08-22,10:00,12:00,Seminar
T0755,R359,2026-08-22,12:00,13:00,Lab
T0756,R359,2026-08-22,15:00,17:00,Tutorial
T0757,R359,2026-08-23,08:00,10:00,Lecture
T0758,R359,2026-08-25,12:00,13:00,Lab
T0759,R360,2026-08-17,10:00,12:00,Seminar
T0760,R360,2026-08-17,13:00,15:00,Workshop
T0761,R360,2026-08-19,12:00,13:00,Lab
T0762,R360,2026-08-19,17:00,19:00,Workshop
T0763,R360,2026-08-25,10:00,12:00,Tutorial
T0764,R360,2026-08-25,13:00,15:00,Tutorial
T0765,R360,2026-08-26,13:00,15:00,Lecture
T0766,R401,2026-08-19,13:00,15:00,Lecture
T0767,R401,2026-08-19,17:00,19:00,Tutorial
T0768,R401,2026-08-22,15:00,17:00,Workshop
T0769,R401,2026-08-24,08:00,10:00,Seminar
T0770,R402,2026-08-18,17:00,19:00,Workshop
T0771,R402,2026-08-19,13:00,15:00,Lab
T0772,R402,2026-08-25,17:00,19:00,Lab
T0773,R402,2026-08-26,08:00,10:00,Workshop
T0774,R402,2026-08-26,17:00,19:00,Lecture
T0775,R403,2026-08-18,13:00,15:00,Seminar
T0776,R403,2026-08-19,08:00,10:00,Workshop
T0777,R403,2026-08-23,08:00,10:00,Lab
T0778,R403,2026-08-25,13:00,15:00,Tutorial
T0779,R403,2026-08-25,17:00,19:00,Seminar
T0780,R404,2026-08-17,13:00,15:00,Workshop
T0781,R404,2026-08-17,17:00,19:00,Tutorial
T0782,R404,2026-08-19,12:00,13:00,Lecture
T0783,R405,2026-08-17,08:00,10:00,Lab
T0784,R405,2026-08-18,12:00,13:00,Tutorial
T0785,R405,2026-08-19,08:00,10:00,Lab
T0786,R405,2026-08-20,13:00,15:00,Lecture
T0787,R405,2026-08-22,08:00,10:00,Lecture
T0788,R405,2026-08-23,13:00,15:00,Tutorial
T0789,R405,2026-08-25,13:00,15:00,Workshop
T0790,R406,2026-08-18,10:00,12:00,Lab
T0791,R406,2026-08-22,13:00,15:00,Lecture
T0792,R406,2026-08-25,10:00,12:00,Lab
T0793,R406,2026-08-26,08:00,10:00,Seminar
T0794,R407,2026-08-18,08:00,10:00,Seminar
T0795,R407,2026-08-18,12:00,13:00,Seminar
T0796,R407,2026-08-18,15:00,17:00,Lab
T0797,R407,2026-08-20,10:00,12:00,Tutorial
T0798,R407,2026-08-20,12:00,13:00,Workshop
T0799,R407,2026-08-20,13:00,15:00,Workshop
T0800,R407,2026-08-24,15:00,17:00,Lab
T0801,R408,2026-08-18,17:00,19:00,Seminar
T0802,R408,2026-08-23,10:00,12:00,Lab
T0803,R408,2026-08-24,08:00,10:00,Lab
T0804,R408,2026-08-25,15:00,17:00,Tutorial
T0805,R409,2026-08-17,08:00,10:00,Seminar
T0806,R409,2026-08-23,08:00,10:00,Workshop
T0807,R409,2026-08-24,12:00,13:00,Lecture
T0808,R409,2026-08-24,15:00,17:00,Tutorial
T0809,R410,2026-08-19,12:00,13:00,Lecture
T0810,R410,2026-08-20,12:00,13:00,Seminar
T0811,R410,2026-08-23,08:00,10:00,Tutorial
T0812,R410,2026-08-23,13:00,15:00,Lab
T0813,R410,2026-08-23,15:00,17:00,Lecture
T0814,R410,2026-08-25,13:00,15:00,Tutorial
T0815,R410,2026-08-26,15:00,17:00,Lab
T0816,R411,2026-08-17,17:00,19:00,Lab
T0817,R411,2026-08-18,15:00,17:00,Seminar
T0818,R411,2026-08-23,15:00,17:00,Lecture
T0819,R411,2026-08-25,15:00,17:00,Lab
T0820,R411,2026-08-26,12:00,13:00,Tutorial
T0821,R412,2026-08-17,15:00,17:00,Lecture
T0822,R412,2026-08-19,15:00,17:00,Lecture
T0823,R412,2026-08-20,15:00,17:00,Lecture
T0824,R412,2026-08-24,12:00,13:00,Seminar
T0825,R413,2026-08-18,15:00,17:00,Seminar
T0826,R413,2026-08-21,12:00,13:00,Lab
T0827,R413,2026-08-22,10:00,12:00,Workshop
T0828,R413,2026-08-24,15:00,17:00,Seminar
T0829,R413,2026-08-26,12:00,13:00,Lecture
T0830,R413,2026-08-26,15:00,17:00,Seminar
T0831,R414,2026-08-17,15:00,17:00,Lecture
T0832,R414,2026-08-18,15:00,17:00,Lab
T0833,R414,2026-08-19,12:00,13:00,Lecture
T0834,R414,2026-08-21,15:00,17:00,Lab
T0835,R414,2026-08-23,17:00,19:00,Lab
T0836,R414,2026-08-24,10:00,12:00,Lecture
T0837,R414,2026-08-25,08:00,10:00,Lecture
T0838,R415,2026-08-17,15:00,17:00,Workshop
T0839,R415,2026-08-18,15:00,17:00,Lecture
T0840,R415,2026-08-21,08:00,10:00,Lab
T0841,R415,2026-08-24,15:00,17:00,Workshop
T0842,R415,2026-08-26,12:00,13:00,Workshop
T0843,R416,2026-08-17,10:00,12:00,Seminar
T0844,R416,2026-08-18,15:00,17:00,Tutorial
T0845,R416,2026-08-21,13:00,15:00,Lecture
T0846,R416,2026-08-23,12:00,13:00,Lecture
T0847,R416,2026-08-23,17:00,19:00,Lab
T0848,R416,2026-08-24,13:00,15:00,Tutorial
T0849,R417,2026-08-21,12:00,13:00,Workshop
T0850,R417,2026-08-22,17:00,19:00,Lab
T0851,R417,2026-08-24,12:00,13:00,Lab
T0852,R417,2026-08-24,15:00,17:00,Lab
T0853,R418,2026-08-17,13:00,15:00,Workshop
T0854,R418,2026-08-18,08:00,10:00,Seminar
T0855,R418,2026-08-21,10:00,12:00,Tutorial
T0856,R418,2026-08-23,08:00,10:00,Lecture
T0857,R419,2026-08-17,08:00,10:00,Workshop
T0858,R419,2026-08-17,17:00,19:00,Seminar
T0859,R419,2026-08-20,08:00,10:00,Tutorial
T0860,R419,2026-08-21,13:00,15:00,Lecture
T0861,R419,2026-08-25,15:00,17:00,Lecture
T0862,R420,2026-08-17,17:00,19:00,Seminar
T0863,R420,2026-08-18,15:00,17:00,Lecture
T0864,R420,2026-08-20,08:00,10:00,Lab
T0865,R420,2026-08-23,15:00,17:00,Seminar
T0866,R421,2026-08-17,17:00,19:00,Workshop
T0867,R421,2026-08-19,15:00,17:00,Seminar
T0868,R421,2026-08-22,10:00,12:00,Tutorial
T0869,R421,2026-08-23,17:00,19:00,Lab
T0870,R421,2026-08-24,08:00,10:00,Seminar
T0871,R421,2026-08-26,13:00,15:00,Lab
T0872,R422,2026-08-17,12:00,13:00,Lab
T0873,R422,2026-08-19,15:00,17:00,Tutorial
T0874,R422,2026-08-21,15:00,17:00,Lab
T0875,R422,2026-08-21,17:00,19:00,Workshop
T0876,R423,2026-08-18,13:00,15:00,Lecture
T0877,R423,2026-08-24,12:00,13:00,Lecture
T0878,R423,2026-08-25,08:00,10:00,Lab
T0879,R424,2026-08-17,13:00,15:00,Seminar
T0880,R424,2026-08-19,12:00,13:00,Workshop
T0881,R424,2026-08-21,12:00,13:00,Seminar
T0882,R424,2026-08-22,17:00,19:00,Workshop
T0883,R424,2026-08-23,10:00,12:00,Seminar
T0884,R424,2026-08-25,08:00,10:00,Workshop
T0885,R424,2026-08-25,17:00,19:00,Tutorial
T0886,R425,2026-08-17,12:00,13:00,Workshop
T0887,R425,2026-08-17,17:00,19:00,Workshop
T0888,R425,2026-08-20,10:00,12:00,Workshop
T0889,R425,2026-08-21,10:00,12:00,Workshop
T0890,R425,2026-08-24,13:00,15:00,Workshop
T0891,R425,2026-08-26,08:00,10:00,Tutorial
T0892,R426,2026-08-18,17:00,19:00,Tutorial
T0893,R426,2026-08-21,15:00,17:00,Tutorial
T0894,R426,2026-08-25,08:00,10:00,Tutorial
T0895,R427,2026-08-17,12:00,13:00,Seminar
T0896,R427,2026-08-17,17:00,19:00,Tutorial
T0897,R427,2026-08-21,13:00,15:00,Tutorial
T0898,R427,2026-08-24,10:00,12:00,Workshop
T0899,R428,2026-08-17,15:00,17:00,Lecture
T0900,R428,2026-08-20,12:00,13:00,Seminar
T0901,R428,2026-08-24,15:00,17:00,Workshop
T0902,R428,2026-08-25,13:00,15:00,Seminar
T0903,R428,2026-08-26,15:00,17:00,Workshop
T0904,R429,2026-08-19,17:00,19:00,Lecture
T0905,R429,2026-08-21,17:00,19:00,Workshop
T0906,R429,2026-08-22,13:00,15:00,Workshop
T0907,R429,2026-08-26,08:00,10:00,Workshop
T0908,R429,2026-08-26,15:00,17:00,Seminar
T0909,R430,2026-08-18,13:00,15:00,Workshop
T0910,R430,2026-08-21,12:00,13:00,Workshop
T0911,R430,2026-08-23,08:00,10:00,Lecture
T0912,R431,2026-08-18,08:00,10:00,Lab
T0913,R431,2026-08-23,08:00,10:00,Workshop
T0914,R431,2026-08-25,10:00,12:00,Lab
T0915,R432,2026-08-19,15:00,17:00,Seminar
T0916,R432,2026-08-21,08:00,10:00,Lecture
T0917,R432,2026-08-22,10:00,12:00,Tutorial
T0918,R432,2026-08-23,08:00,10:00,Lab
T0919,R432,2026-08-23,12:00,13:00,Seminar
T0920,R432,2026-08-23,17:00,19:00,Tutorial
T0921,R433,2026-08-17,12:00,13:00,Tutorial
T0922,R433,2026-08-20,13:00,15:00,Lecture
T0923,R433,2026-08-21,10:00,12:00,Seminar
T0924,R433,2026-08-23,12:00,13:00,Lab
T0925,R433,2026-08-24,10:00,12:00,Lab
T0926,R433,2026-08-24,12:00,13:00,Lecture
T0927,R433,2026-08-26,12:00,13:00,Lab
T0928,R434,2026-08-19,17:00,19:00,Lecture
T0929,R434,2026-08-20,10:00,12:00,Tutorial
T0930,R434,2026-08-22,10:00,12:00,Tutorial
T0931,R434,2026-08-25,17:00,19:00,Lab
T0932,R434,2026-08-26,08:00,10:00,Seminar
T0933,R435,2026-08-19,17:00,19:00,Lecture
T0934,R435,2026-08-21,12:00,13:00,Tutorial
T0935,R435,2026-08-23,12:00,13:00,Seminar
T0936,R435,2026-08-23,17:00,19:00,Tutorial
T0937,R435,2026-08-24,15:00,17:00,Seminar
T0938,R436,2026-08-17,13:00,15:00,Workshop
T0939,R436,2026-08-20,17:00,19:00,Tutorial
T0940,R436,2026-08-22,13:00,15:00,Lecture
T0941,R436,2026-08-25,08:00,10:00,Lab
T0942,R436,2026-08-25,15:00,17:00,Workshop
T0943,R436,2026-08-26,10:00,12:00,Seminar
T0944,R437,2026-08-22,13:00,15:00,Workshop
T0945,R437,2026-08-25,10:00,12:00,Lecture
T0946,R437,2026-08-26,08:00,10:00,Tutorial
T0947,R437,2026-08-26,12:00,13:00,Tutorial
T0948,R438,2026-08-17,12:00,13:00,Seminar
T0949,R438,2026-08-17,13:00,15:00,Lecture
T0950,R438,2026-08-19,13:00,15:00,Lab
T0951,R438,2026-08-25,17:00,19:00,Tutorial
T0952,R439,2026-08-20,17:00,19:00,Lecture
T0953,R439,2026-08-21,10:00,12:00,Lecture
T0954,R439,2026-08-21,17:00,19:00,Tutorial
T0955,R439,2026-08-22,12:00,13:00,Lab
T0956,R439,2026-08-25,15:00,17:00,Seminar
T0957,R440,2026-08-18,17:00,19:00,Lab
T0958,R440,2026-08-20,15:00,17:00,Tutorial
T0959,R440,2026-08-21,15:00,17:00,Lab
T0960,R440,2026-08-22,08:00,10:00,Lecture
T0961,R440,2026-08-22,17:00,19:00,Lab
T0962,R440,2026-08-23,10:00,12:00,Lecture
T0963,R440,2026-08-26,10:00,12:00,Seminar
T0964,R441,2026-08-18,15:00,17:00,Tutorial
T0965,R441,2026-08-23,08:00,10:00,Tutorial
T0966,R441,2026-08-26,08:00,10:00,Tutorial
T0967,R442,2026-08-19,17:00,19:00,Lecture
T0968,R442,2026-08-21,12:00,13:00,Lecture
T0969,R442,2026-08-22,12:00,13:00,Seminar
T0970,R442,2026-08-23,17:00,19:00,Tutorial
T0971,R443,2026-08-17,08:00,10:00,Lab
T0972,R443,2026-08-19,12:00,13:00,Workshop
T0973,R443,2026-08-23,12:00,13:00,Lab
T0974,R443,2026-08-25,13:00,15:00,Lab
T0975,R444,2026-08-19,15:00,17:00,Tutorial
T0976,R444,2026-08-20,15:00,17:00,Seminar
T0977,R444,2026-08-21,08:00,10:00,Lab
T0978,R444,2026-08-21,17:00,19:00,Workshop
T0979,R444,2026-08-26,08:00,10:00,Workshop
T0980,R444,2026-08-26,13:00,15:00,Seminar
T0981,R445,2026-08-17,08:00,10:00,Workshop
T0982,R445,2026-08-18,08:00,10:00,Workshop
T0983,R445,2026-08-20,17:00,19:00,Workshop
T0984,R445,2026-08-22,12:00,13:00,Lab
T0985,R445,2026-08-24,08:00,10:00,Lab
T0986,R445,2026-08-25,17:00,19:00,Lecture
T0987,R445,2026-08-26,10:00,12:00,Seminar
T0988,R446,2026-08-19,17:00,19:00,Lab
T0989,R446,2026-08-20,13:00,15:00,Lab
T0990,R446,2026-08-23,15:00,17:00,Lab
T0991,R447,2026-08-18,13:00,15:00,Lecture
T0992,R447,2026-08-19,08:00,10:00,Workshop
T0993,R447,2026-08-19,13:00,15:00,Seminar
T0994,R447,2026-08-22,13:00,15:00,Lab
T0995,R447,2026-08-25,08:00,10:00,Tutorial
T0996,R448,2026-08-20,08:00,10:00,Lab
T0997,R448,2026-08-22,10:00,12:00,Seminar
T0998,R448,2026-08-23,17:00,19:00,Seminar
T0999,R449,2026-08-17,12:00,13:00,Tutorial
T1000,R449,2026-08-23,08:00,10:00,Lab
T1001,R449,2026-08-23,10:00,12:00,Tutorial
T1002,R449,2026-08-24,13:00,15:00,Workshop
T1003,R449,2026-08-24,17:00,19:00,Seminar
T1004,R449,2026-08-25,15:00,17:00,Lab
T1005,R450,2026-08-18,15:00,17:00,Lab
T1006,R450,2026-08-18,17:00,19:00,Lecture
T1007,R450,2026-08-20,10:00,12:00,Seminar
T1008,R450,2026-08-22,17:00,19:00,Tutorial
T1009,R450,2026-08-24,08:00,10:00,Lab
T1010,R450,2026-08-25,17:00,19:00,Workshop
T1011,R450,2026-08-26,08:00,10:00,Tutorial
T1012,R451,2026-08-17,17:00,19:00,Lab
T1013,R451,2026-08-19,12:00,13:00,Seminar
T1014,R451,2026-08-20,15:00,17:00,Lab
T1015,R451,2026-08-23,17:00,19:00,Lab
T1016,R451,2026-08-24,17:00,19:00,Lab
T1017,R452,2026-08-17,13:00,15:00,Workshop
T1018,R452,2026-08-18,10:00,12:00,Workshop
T1019,R452,2026-08-20,08:00,10:00,Workshop
T1020,R452,2026-08-21,17:00,19:00,Lecture
T1021,R452,2026-08-22,08:00,10:00,Seminar
T1022,R452,2026-08-23,15:00,17:00,Tutorial
T1023,R452,2026-08-26,08:00,10:00,Workshop
T1024,R453,2026-08-21,08:00,10:00,Workshop
T1025,R453,2026-08-24,10:00,12:00,Lab
T1026,R453,2026-08-26,10:00,12:00,Seminar
T1027,R454,2026-08-18,13:00,15:00,Tutorial
T1028,R454,2026-08-26,08:00,10:00,Tutorial
T1029,R454,2026-08-26,10:00,12:00,Lab
T1030,R455,2026-08-18,13:00,15:00,Tutorial
T1031,R455,2026-08-20,12:00,13:00,Lecture
T1032,R455,2026-08-21,17:00,19:00,Seminar
T1033,R455,2026-08-23,08:00,10:00,Lab
T1034,R455,2026-08-24,13:00,15:00,Tutorial
